Level,Total Time,Mapping Time,Clustering Time,Summarization Time,Size,Number of Summarizations,Average Number of Offers
1,0.06013149999999712,-0.0021862000000112403,0.0037418999999943026,0.05420049999999321,2,1,1.0
1,2.037357,-0.4717703999999969,0.003856400000003646,1.5617269999999905,2,1,1.5
