Variant i,Variant j,Total Time,Summarization Time,Mapping Time,Number of Events,Average Number of Application,Average Number of Offer,Largest Type Object Set,Cost,Lane Optionality
5,11,1.664165599999933,0.6363722999999482,1.0277932999999848,26,1.0,1.5,2,16,1
5,12,0.9262650999999096,0.43809059999989586,0.4881745000000137,23,1.0,1.0,1,11,0
5,13,0.25123349999967104,0.2303066999998009,0.020926799999870127,23,1.0,1.0,1,8,0
5,14,0.05678330000000642,0.028768599999921207,0.028014700000085213,20,1.0,1.5,2,7,1
5,15,0.2068128999999317,0.1265321999999287,0.08028070000000298,21,1.0,1.0,1,9,0
5,16,0.07016150000004018,0.0407594999999219,0.029402000000118278,20,1.0,1.5,2,10,1
5,17,0.7121504000001551,0.3901875999999902,0.32196280000016486,23,1.0,1.0,1,11,0
5,18,0.5110133000000587,0.4702048999999988,0.04080840000005992,24,1.0,1.0,1,11,0
5,19,0.038329400000066016,0.02945210000007137,0.008877299999994648,21,1.0,1.5,2,6,1
5,20,0.02645099999995182,0.01968130000000201,0.0067696999999498075,15,1.0,1.0,1,7,0
5,21,0.060853899999983696,0.04653849999999693,0.014315399999986766,21,1.0,1.5,2,11,1
5,22,0.11054280000007566,0.07184110000002875,0.03870170000004691,20,1.0,1.0,1,8,0
5,23,0.5108374999997523,0.46943659999988085,0.0414008999998714,24,1.0,1.0,1,11,0
5,24,0.050471399999878486,0.03871819999994841,0.011753199999930075,21,1.0,1.0,1,7,0
5,25,0.03660789999980807,0.028132099999993443,0.008475799999814626,19,1.0,1.0,1,6,0
5,26,0.1665610000000015,0.08793390000005274,0.07862709999994877,21,1.0,1.5,2,10,1
5,27,0.09461850000002414,0.08030789999997978,0.01431060000004436,21,1.0,1.0,1,7,0
5,28,0.0418509000000995,0.025472300000046744,0.016378600000052757,19,1.0,1.0,1,5,0
5,29,0.02527549999990697,0.018738499999926717,0.006536999999980253,15,1.0,1.0,1,7,0
5,30,0.23109049999993658,0.08120329999997011,0.14988719999996647,23,1.0,1.5,2,12,1
5,31,0.5162674000000607,0.5092145000000983,0.007052899999962392,24,1.0,1.0,1,9,0
5,32,0.04094749999990199,0.0348845999999412,0.006062899999960791,18,1.0,1.0,1,4,0
5,33,0.06165310000005775,0.055509799999981624,0.006143300000076124,20,1.0,1.0,1,6,0
5,34,0.21703180000008615,0.13011860000005981,0.08691320000002634,21,1.0,1.0,1,10,0
5,35,0.265045500000042,0.25559629999997924,0.009449200000062774,25,1.0,1.5,2,12,1
5,36,0.06097030000000814,0.035405099999934464,0.025565200000073673,20,1.0,1.0,1,7,0
5,37,0.15896330000009584,0.14815100000009807,0.010812299999997776,23,1.0,1.5,2,12,1
5,38,0.09861350000005586,0.09208459999990737,0.0065289000001484965,21,1.0,1.0,1,7,0
5,39,0.09456599999998616,0.06990410000003067,0.024661899999955494,24,1.0,1.5,2,13,1
5,40,0.22256390000006832,0.11011800000005678,0.11244590000001153,22,1.0,1.5,2,13,1
5,41,0.06626060000007783,0.055266500000016094,0.010994100000061735,20,1.0,1.0,1,8,0
5,42,0.5263793999997688,0.5189747999997962,0.007404599999972561,24,1.0,1.0,1,10,0
5,43,0.2975301999997555,0.28439499999990403,0.013135199999851466,27,1.0,2.0,3,15,1
5,44,0.316592799999853,0.3051705000000311,0.011422299999821917,25,1.0,1.5,2,12,1
5,45,0.8631799000002047,0.8560196000000815,0.007160300000123243,25,1.0,1.0,1,10,0
5,46,0.046801799999911964,0.040261999999984255,0.006539799999927709,20,1.0,1.0,1,6,0
5,47,0.0803758999998081,0.04592699999989236,0.03444889999991574,19,1.0,1.0,1,6,0
5,48,0.7330933000000641,0.2888929000000644,0.4442003999999997,24,1.0,1.5,2,13,1
5,49,0.9121769999999287,0.24818299999992632,0.6639940000000024,26,1.0,2.0,3,16,1
6,7,12.734870600000022,3.982642700000042,8.75222789999998,33,1.0,1.5,2,9,1
6,8,3.8029834999997547,3.2446010999999544,0.5583823999998003,28,1.0,1.5,2,15,1
6,9,9.39462320000007,3.676570899999888,5.718052300000181,32,1.0,1.5,2,7,1
6,10,34.04360699999984,12.257844199999909,21.78576279999993,34,1.0,1.5,2,6,1
6,11,113.3202980000001,9.918937800000094,103.4013602,33,1.0,1.5,2,9,1
6,12,12.34626800000001,1.4448288999999477,10.901439100000061,30,1.0,1.0,1,7,0
6,13,0.9905783999997766,0.7770671999999195,0.21351119999985713,30,1.0,1.0,1,6,0
6,14,3.8240643000001455,1.1468988000001445,2.677165500000001,27,1.0,1.5,2,17,1
6,15,3.142702499999814,0.4354353999999603,2.7072670999998536,28,1.0,1.0,1,6,0
6,16,3.7983394000000317,1.14229760000012,2.6560417999999117,27,1.0,1.5,2,17,1
6,17,16.06040329999996,1.636144399999921,14.42425890000004,30,1.0,1.0,1,4,0
6,18,1.9437893000001623,0.023383200000125726,1.9204061000000365,31,1.0,1.0,1,3,0
6,19,4.261337900000171,2.9115838000000167,1.3497541000001547,28,1.0,1.5,2,16,1
6,20,0.2164416999999048,0.13243059999990692,0.0840110999999979,22,1.0,1.0,1,15,0
6,21,3.659141399999953,3.10242089999997,0.5567204999999831,28,1.0,1.5,2,14,1
6,22,0.9865506999997251,0.026711799999930008,0.9598388999997951,27,1.0,1.0,1,5,0
6,23,2.309446099999832,0.028462699999863617,2.2809833999999682,31,1.0,1.0,1,3,0
