Variant i;Variant j;Total Time;Summarization Time;Mapping Time;Number of Events;Average Number of Application;Average Number of Offer;Largest Type Object Set;Cost;Lane Optionality;;Total;;;Mapping;;;Summarization;
7;17;0.2696019;0.1114616;0.1581403;34;1;2;2;0;0;;;;;;;;;
7;18;0.838821;0.0984661;0.7403549;35;1;2;2;13;0;;;;;;;;;
7;19;0.6643083;0.0955945;0.5687138;38;1;2;2;13;0;;;;;;;;;
8;13;11.7491888;0.1035052;11.6456836;38;1;2;2;14;0;;;;;;;;;
8;15;11.4020585;0.1690492;11.2330093;39;1;2;2;18;0;;;;;;;;;
8;16;19.0024493;0.1963917;18.8060576;40;1;2;2;16;0;;;;;;;;;
8;17;8.6573136;0.093266;8.5640476;39;1;2;2;16;0;;;;;;;;;
8;18;31.3304109;0.1374527;31.1929582;40;1;2;2;9;0;;;;;;;;;
8;19;21.3690525;0.1878638;21.1811887;43;1;2;2;4;0;;;;;;;;;
9;12;10.0957358;0.1083151;9.9874207;39;1;2;3;15;1;;;;;;;;;
10;12;16.407672;0.1328362;16.2748358;43;1;2;3;12;1;;;;;;;;;
11;12;18.1899369;0.1425734;18.0473635;41;1;2;3;13;1;;;;;;;;;
12;14;10.568427;0.1183394;10.4500876;41;1;2;3;16;1;;;;;;;;;
13;15;1.0662734;0.1309321;0.9353413;33;1;2;2;13;0;;;;;;;;;
13;16;1.2193279;0.1039865;1.1153414;34;1;2;2;3;0;;;;;;;;;
13;17;0.8230126;0.1133538;0.7096588;33;1;2;2;2;0;;;;;;;;;
13;18;7.934036;0.1073939;7.8266421;34;1;2;2;13;0;;;;;;;;;
13;19;12.3659687;0.0984389;12.2675298;37;1;2;2;14;0;;;;;;;;;
15;16;0.3549781;0.1276154;0.2273627;35;1;2;2;14;0;;;;;;;;;
15;17;0.2632744;0.1057427;0.1575317;34;1;2;2;4;0;;;;;;;;;
15;18;0.3512102;0.0889109;0.2622993;35;1;2;2;15;0;;;;;;;;;
15;19;2.0000949;0.1109707;1.8891242;38;1;2;2;14;0;;;;;;;;;
16;17;0.531052;0.1034727;0.4275793;35;1;2;2;9;0;;;;;;;;;
16;18;7.9832505;0.1537352;7.8295153;36;1;2;2;17;0;;;;;;;;;
16;19;2.7223608;0.1273641;2.5949967;39;1;2;2;17;0;;;;;;;;;
17;18;0.9421867;0.0976434;0.8445433;35;1;2;2;13;0;;;;;;;;;
17;19;1.9510966;0.0911454;1.8599512;38;1;2;2;13;0;;;;;;;;;
18;19;18.6508494;0.0750944;18.575755;39;1;2;2;2;0;;;;;;;;;
0;1;7.9635848;0.1041099;7.8594749;43;1;2.5;3;9;1;;;;;;;;;
0;2;0.2387258;0.1219219;0.1168039;43;1;2.5;3;10;1;;;;;;;;;
0;3;2.2510881;0.1140264;2.1370617;42;1;2.5;3;7;1;;;;;;;;;
0;4;32.1439851;0.1396274;32.0043577;46;1;2.5;3;15;1;;;;;;;;;
0;5;30.9591878;0.3193408;30.639847;47;1;2.5;3;9;1;;;;;;;;;
0;7;1.4415147;0.1241915;1.3173232;42;1;2.5;3;10;1;;;;;;;;;
0;8;64.3033102;0.2334371;64.0698731;47;1;2.5;3;12;1;;;;;;;;;
0;13;9.1954326;0.1287141;9.0667185;41;1;2.5;3;14;1;;;;;;;;;
0;15;0.2154923;0.1211359;0.0943564;42;1;2.5;3;10;1;;;;;;;;;
0;16;17.7963746;0.1324675;17.6639071;43;1;2.5;3;15;1;;;;;;;;;
0;17;1.3979322;0.1219141;1.2760181;42;1;2.5;3;7;1;;;;;;;;;
0;18;6.2223798;0.1111113;6.1112685;43;1;2.5;3;13;1;;;;;;;;;
0;19;42.1961644;0.0836017;42.1125627;46;1;2.5;3;13;1;;;;;;;;;
1;6;1.9759525;0.0997215;1.876231;42;1;2.5;3;8;1;;;;;;;;;
1;9;1.9793302;0.098008;1.8813222;40;1;2.5;3;9;1;;;;;;;;;
1;10;9.1286285;0.1338018;8.9948267;44;1;2.5;3;15;1;;;;;;;;;
1;11;5.6025456;0.1406027;5.4619429;42;1;2.5;3;13;1;;;;;;;;;
1;14;2.4384686;0.1278305;2.3106381;42;1;2.5;3;13;1;;;;;;;;;
2;6;3.373407;0.1249555;3.2484515;42;1;2.5;3;12;1;;;;;;;;;
2;9;0.1736764;0.1179112;0.0557652;40;1;2.5;3;10;1;;;;;;;;;
2;10;1.1485849;0.1422826;1.0063023;44;1;2.5;3;10;1;;;;;;;;;
2;11;0.7027347;0.1460767;0.556658;42;1;2.5;3;11;1;;;;;;;;;
2;14;0.6220518;0.1490438;0.473008;42;1;2.5;3;14;1;;;;;;;;;
3;6;4.3830334;0.1141864;4.268847;41;1;2.5;3;11;1;;;;;;;;;
3;9;1.0335351;0.1094254;0.9241097;39;1;2.5;3;7;1;;;;;;;;;
3;10;2.4994444;0.1317396;2.3677048;43;1;2.5;3;11;1;;;;;;;;;
3;11;2.7011268;0.1424783;2.5586485;41;1;2.5;3;13;1;;;;;;;;;
3;14;1.6527624;0.1387613;1.5140011;41;1;2.5;3;12;1;;;;;;;;;
4;6;11.4675842;0.1366179;11.3309663;45;1;2.5;3;15;1;;;;;;;;;
4;9;8.8631131;0.1335415;8.7295716;43;1;2.5;3;15;1;;;;;;;;;
4;10;28.4954371;0.1564257;28.3390114;47;1;2.5;3;7;1;;;;;;;;;
4;11;22.9835891;0.1667454;22.8168437;45;1;2.5;3;4;1;;;;;;;;;
4;14;11.7883684;0.1676567;11.6207117;45;1;2.5;3;6;1;;;;;;;;;
5;6;61.8903765;0.2955297;61.5948468;46;1;2.5;3;12;1;;;;;;;;;
5;9;17.5097901;0.3144276;17.1953625;44;1;2.5;3;14;1;;;;;;;;;
5;10;29.0569773;0.1952472;28.8617301;48;1;2.5;3;4;1;;;;;;;;;
5;11;47.5236179;0.1687075;47.3549104;46;1;2.5;3;8;1;;;;;;;;;
5;14;37.8713984;0.1789798;37.6924186;46;1;2.5;3;12;1;;;;;;;;;
6;7;0.8075341;0.1198609;0.6876732;41;1;2.5;3;12;1;;;;;;;;;
6;8;24.2790858;0.257351;24.0217348;46;1;2.5;3;9;1;;;;;;;;;
6;13;15.116882;0.1260265;14.9908555;40;1;2.5;3;14;1;;;;;;;;;
6;15;2.3199076;0.120424;2.1994836;41;1;2.5;3;14;1;;;;;;;;;
6;16;3.0664527;0.1365131;2.9299396;42;1;2.5;3;15;1;;;;;;;;;
6;17;2.3755635;0.12071;2.2548535;41;1;2.5;3;11;1;;;;;;;;;
6;18;21.8007868;0.1177613;21.6830255;42;1;2.5;3;13;1;;;;;;;;;
6;19;0.1697142;0.0803258;0.0893884;45;1;2.5;3;10;1;;;;;;;;;
7;9;0.4443078;0.116511;0.3277968;39;1;2.5;3;10;1;;;;;;;;;
7;10;1.7588939;0.1519359;1.606958;43;1;2.5;3;13;1;;;;;;;;;
7;11;1.1412165;0.1585095;0.982707;41;1;2.5;3;12;1;;;;;;;;;
7;14;0.6622901;0.1429408;0.5193493;41;1;2.5;3;12;1;;;;;;;;;
8;9;25.6322571;0.2300699;25.4021872;44;1;2.5;3;15;1;;;;;;;;;
8;10;67.2497044;0.15453;67.0951744;48;1;2.5;3;7;1;;;;;;;;;
8;11;48.0484578;0.1457997;47.9026581;46;1;2.5;3;9;1;;;;;;;;;
8;14;25.7032253;0.1530258;25.5501995;46;1;2.5;3;11;1;;;;;;;;;
9;13;3.0759822;0.120984;2.9549982;38;1;2.5;3;14;1;;;;;;;;;
9;15;0.1721882;0.1227858;0.0494024;39;1;2.5;3;10;1;;;;;;;;;
9;16;2.0105969;0.1273119;1.883285;40;1;2.5;3;14;1;;;;;;;;;
9;17;0.4292994;0.1159905;0.3133089;39;1;2.5;3;7;1;;;;;;;;;
9;18;1.4904742;0.1120633;1.3784109;40;1;2.5;3;13;1;;;;;;;;;
9;19;9.1630284;0.0801752;9.0828532;43;1;2.5;3;15;1;;;;;;;;;
10;13;8.4312811;0.1329126;8.2983685;42;1;2.5;3;4;1;;;;;;;;;
10;15;1.2191876;0.1571055;1.0620821;43;1;2.5;3;18;1;;;;;;;;;
10;16;18.4541177;0.1273127;18.326805;44;1;2.5;3;7;1;;;;;;;;;
10;17;2.0233466;0.1320025;1.8913441;43;1;2.5;3;12;1;;;;;;;;;
10;18;14.9051285;0.1407247;14.7644038;44;1;2.5;3;12;1;;;;;;;;;
10;19;54.8098138;0.1322468;54.677567;47;1;2.5;3;11;1;;;;;;;;;
11;13;9.1076308;0.1427894;8.9648414;40;1;2.5;3;7;1;;;;;;;;;
11;15;0.5269684;0.1677082;0.3592602;41;1;2.5;3;19;1;;;;;;;;;
11;16;9.5394782;0.1315448;9.4079334;42;1;2.5;3;4;1;;;;;;;;;
11;17;1.2869013;0.1414751;1.1454262;41;1;2.5;3;12;1;;;;;;;;;
11;18;12.0604603;0.1340241;11.9264362;42;1;2.5;3;8;1;;;;;;;;;
11;19;23.2807191;0.137676;23.1430431;45;1;2.5;3;13;1;;;;;;;;;
13;14;3.3928646;0.1443633;3.2485013;40;1;2.5;3;8;1;;;;;;;;;
14;15;0.4896948;0.1690788;0.320616;41;1;2.5;3;18;1;;;;;;;;;
14;16;2.8583139;0.1479591;2.7103548;42;1;2.5;3;7;1;;;;;;;;;
14;17;0.7820206;0.1447827;0.6372379;41;1;2.5;3;12;1;;;;;;;;;
14;18;9.9465719;0.126757;9.8198149;42;1;2.5;3;14;1;;;;;;;;;
14;19;6.6840213;0.1412174;6.5428039;45;1;2.5;3;14;1;;;;;;;;;
0;6;47.1553531;0.0832839;47.0720692;49;1;3;3;3;0;;;;;;;;;
0;9;0.1558933;0.0937568;0.0621365;47;1;3;3;0;0;;;;;;;;;
0;10;9.5001971;0.1331092;9.3670879;51;1;3;3;7;0;;;;;;;;;
0;11;22.2600118;0.1513374;22.1086744;49;1;3;3;11;0;;;;;;;;;
0;14;21.8159967;0.1397659;21.6762308;49;1;3;3;12;0;;;;;;;;;
6;9;10.9359569;0.0810605;10.8548964;46;1;3;3;4;0;;;;;;;;;
6;10;61.9518428;0.1213771;61.8304657;50;1;3;3;10;0;;;;;;;;;
6;11;26.9633934;0.1501564;26.813237;48;1;3;3;12;0;;;;;;;;;
6;14;7.9919709;0.1445527;7.8474182;48;1;3;3;11;0;;;;;;;;;
9;10;3.3337142;0.1286267;3.2050875;48;1;3;3;12;0;;;;;;;;;
9;11;2.998621;0.1449486;2.8536724;46;1;3;3;11;0;;;;;;;;;
9;14;2.6072886;0.131751;2.4755376;46;1;3;3;10;0;;;;;;;;;
10;11;31.5164015;0.1698;31.3466015;50;1;3;3;3;0;;;;;;;;;
10;14;24.7510388;0.1506647;24.6003741;50;1;3;3;7;0;;;;;;;;;
11;14;13.8265562;0.1909058;13.6356504;48;1;3;3;4;0;;;;;;;;;
