Variant i;Variant j;Total Time;Summarization Time;Mapping Time;Number of Events;Average Number of Application;Average Number of Offer;Largest Type Object Set;Cost;Lane Optionality;;Total;;;Mapping;;;Summarization;
2;14;5.2398782;0.3457103;4.8941679;59;1;2.5;3;12;1;;;;;;;;;
2;15;1.9584915;0.5008798;1.4576117;60;1;2.5;3;3;1;;;;;;;;;
2;16;16.0533037;0.343276;15.7100277;58;1;2.5;3;7;1;;;;;;;;;
2;17;4.4820467;0.401766;4.0802807;60;1;2.5;3;3;1;;;;;;;;;
2;18;16.754892;0.3508708;16.4040212;58;1;2.5;3;8;1;;;;;;;;;
3;4;73.5016831;0.3776765;73.1240066;65;1;2.5;3;8;1;;;;;;;;;
3;9;42.1375761;0.6546127;41.4829634;69;1;2.5;3;4;1;;;;;;;;;
3;13;25.6280899;0.5151318;25.1129581;66;1;2.5;3;4;1;;;;;;;;;
3;19;4.5405278;0.5809143;3.9596135;66;1;2.5;3;10;1;;;;;;;;;
4;5;101.1273148;0.3560904;100.7712244;61;1;2.5;3;11;1;;;;;;;;;
4;6;91.0168351;0.3583199;90.6585152;64;1;2.5;3;9;1;;;;;;;;;
4;7;67.5227205;0.3301748;67.1925457;59;1;2.5;3;10;1;;;;;;;;;
4;8;7.2841436;0.2299985;7.0541451;61;1;2.5;3;8;1;;;;;;;;;
4;10;31.0700242;0.3271092;30.742915;64;1;2.5;3;3;1;;;;;;;;;
4;11;29.9340537;0.2535023;29.6805514;58;1;2.5;3;8;1;;;;;;;;;
4;12;6.7744187;NaN;6.7744187;61;1;2.5;3;NaN;1;;;;;;;;;
4;14;30.6892138;0.1757696;30.5134442;60;1;2.5;3;5;1;;;;;;;;;
4;15;10.1473737;0.3321902;9.8151835;61;1;2.5;3;10;1;;;;;;;;;
4;16;92.6319412;0.2710546;92.3608866;59;1;2.5;3;8;1;;;;;;;;;
4;17;74.9594339;0.2995609;74.659873;61;1;2.5;3;6;1;;;;;;;;;
4;18;41.0420941;0.2746784;40.7674157;59;1;2.5;3;8;1;;;;;;;;;
5;9;42.9119129;1.4270252;41.4848877;65;1;2.5;3;10;1;;;;;;;;;
5;13;34.2626955;0.4131026;33.8495929;62;1;2.5;3;7;1;;;;;;;;;
5;19;9.1949483;0.4290554;8.7658929;62;1;2.5;3;10;1;;;;;;;;;
6;9;68.9569022;1.4073623;67.5495399;68;1;2.5;3;8;1;;;;;;;;;
6;13;52.9620999;0.4412766;52.5208233;65;1;2.5;3;8;1;;;;;;;;;
6;19;19.8845925;0.4528551;19.4317374;65;1;2.5;3;15;1;;;;;;;;;
7;9;35.0828168;0.5656086;34.5172082;63;1;2.5;3;4;1;;;;;;;;;
7;13;22.0747575;0.4880464;21.5867111;60;1;2.5;3;4;1;;;;;;;;;
7;19;3.5469701;0.4701242;3.0768459;60;1;2.5;3;4;1;;;;;;;;;
8;9;24.0955082;0.4978691;23.5976391;65;1;2.5;3;4;1;;;;;;;;;
8;13;9.5976473;0.4042097;9.1934376;62;1;2.5;3;4;1;;;;;;;;;
8;19;6.8138741;0.4232093;6.3906648;62;1;2.5;3;4;1;;;;;;;;;
9;10;37.1234169;0.5089985;36.6144184;68;1;2.5;3;3;1;;;;;;;;;
9;11;21.4977037;0.4390225;21.0586812;62;1;2.5;3;7;1;;;;;;;;;
9;12;18.2423267;0.4926486;17.7496781;65;1;2.5;3;4;1;;;;;;;;;
9;14;32.7060732;0.4016583;32.3044149;64;1;2.5;3;11;1;;;;;;;;;
9;15;14.7867631;0.5662821;14.220481;65;1;2.5;3;3;1;;;;;;;;;
9;16;65.4096069;0.4049194;65.0046875;63;1;2.5;3;7;1;;;;;;;;;
9;17;38.8194185;0.4773501;38.3420684;65;1;2.5;3;3;1;;;;;;;;;
9;18;44.0005848;0.4377599;43.5628249;63;1;2.5;3;7;1;;;;;;;;;
10;13;19.6234711;0.4483575;19.1751136;65;1;2.5;3;3;1;;;;;;;;;
10;19;7.6342379;0.4699735;7.1642644;65;1;2.5;3;7;1;;;;;;;;;
11;13;13.2213965;0.3729122;12.8484843;59;1;2.5;3;10;1;;;;;;;;;
11;19;3.7810909;1.3398951;2.4411958;59;1;2.5;3;8;1;;;;;;;;;
12;13;8.9017056;0.4252008;8.4765048;62;1;2.5;3;4;1;;;;;;;;;
12;19;6.2319765;0.4523433;5.7796332;62;1;2.5;3;4;1;;;;;;;;;
13;14;19.4441784;0.3229289;19.1212495;61;1;2.5;3;12;1;;;;;;;;;
13;15;5.5822208;0.4941653;5.0880555;62;1;2.5;3;3;1;;;;;;;;;
13;16;51.6369132;0.3137124;51.3232008;60;1;2.5;3;7;1;;;;;;;;;
13;17;24.0186071;0.3932173;23.6253898;62;1;2.5;3;3;1;;;;;;;;;
13;18;38.5762048;0.3266781;38.2495267;60;1;2.5;3;7;1;;;;;;;;;
14;19;8.0463126;0.3586902;7.6876224;61;1;2.5;3;12;1;;;;;;;;;
15;19;2.0625051;0.524244;1.5382611;62;1;2.5;3;3;1;;;;;;;;;
16;19;19.1793658;0.3466776;18.8326882;60;1;2.5;3;7;1;;;;;;;;;
17;19;3.6376093;0.4230469;3.2145624;62;1;2.5;3;3;1;;;;;;;;;
18;19;23.8281906;0.351251;23.4769396;60;1;2.5;3;8;1;;;;;;;;;
0;1;7.6799123;0.2831486;7.3967637;56;1;3;3;8;0;;;;;;;;;
0;3;32.9214833;0.4896047;32.4318786;68;1;3;3;13;0;;;;;;;;;
0;5;47.2231639;0.3967505;46.8264134;64;1;3;3;6;0;;;;;;;;;
0;6;56.5855107;0.4334307;56.15208;67;1;3;3;10;0;;;;;;;;;
0;7;20.961593;0.4613203;20.5002727;62;1;3;3;3;0;;;;;;;;;
0;8;41.2300979;0.3817213;40.8483766;64;1;3;3;9;0;;;;;;;;;
0;10;44.5428432;0.4422289;44.1006143;67;1;3;3;6;0;;;;;;;;;
0;11;9.9085216;0.3173996;9.591122;61;1;3;3;0;0;;;;;;;;;
0;12;30.684689;0.4181231;30.2665659;64;1;3;3;8;0;;;;;;;;;
0;14;37.287363;0.3168411;36.9705219;63;1;3;3;9;0;;;;;;;;;
0;15;14.4251034;0.507297;13.9178064;64;1;3;3;4;0;;;;;;;;;
0;16;45.4047913;0.34022;45.0645713;62;1;3;3;5;0;;;;;;;;;
0;17;22.3805673;0.4106289;21.9699384;64;1;3;3;6;0;;;;;;;;;
0;18;63.2210448;0.3136262;62.9074186;62;1;3;3;0;0;;;;;;;;;
1;3;15.5583409;0.5037509;15.05459;62;1;3;3;15;0;;;;;;;;;
1;5;23.7844464;1.2513427;22.5331037;58;1;3;3;13;0;;;;;;;;;
1;6;35.9435345;0.3708549;35.5726796;61;1;3;3;9;0;;;;;;;;;
1;7;12.5336675;NaN;12.5336675;56;1;3;3;NaN;0;;;;;;;;;
1;8;7.762611;0.3780225;7.3845885;58;1;3;3;8;0;;;;;;;;;
1;10;12.1483501;0.407497;11.7408531;61;1;3;3;9;0;;;;;;;;;
1;11;7.5642905;0.2936677;7.2706228;55;1;3;3;4;0;;;;;;;;;
1;12;6.7201647;0.3510752;6.3690895;58;1;3;3;3;0;;;;;;;;;
1;14;11.7486658;0.2370592;11.5116066;57;1;3;3;4;0;;;;;;;;;
1;15;4.0884115;0.4484301;3.6399814;58;1;3;3;7;0;;;;;;;;;
1;16;35.5298565;0.3197601;35.2100964;56;1;3;3;3;0;;;;;;;;;
1;17;14.7223537;0.3686885;14.3536652;58;1;3;3;6;0;;;;;;;;;
1;18;30.3040386;0.2781713;30.0258673;56;1;3;3;8;0;;;;;;;;;
3;5;82.7806208;0.5838256;82.1967952;70;1;3;3;7;0;;;;;;;;;
3;6;111.2710302;0.5294515;110.7415787;73;1;3;3;3;0;;;;;;;;;
3;7;45.0858189;1.4550873;43.6307316;68;1;3;3;4;0;;;;;;;;;
3;8;97.154534;0.5176718;96.6368622;70;1;3;3;6;0;;;;;;;;;
3;10;116.047264;0.6003057;115.4469583;73;1;3;3;0;0;;;;;;;;;
3;11;32.911545;0.4291028;32.4824422;67;1;3;3;13;0;;;;;;;;;
3;12;72.6784636;0.5467266;72.131737;70;1;3;3;11;0;;;;;;;;;
3;14;100.4953539;0.5267757;99.9685782;69;1;3;3;11;0;;;;;;;;;
3;15;33.3862299;0.5390446;32.8471853;70;1;3;3;4;0;;;;;;;;;
3;16;86.3368313;0.5102594;85.8265719;68;1;3;3;7;0;;;;;;;;;
3;17;48.1031804;0.6097974;47.493383;70;1;3;3;0;0;;;;;;;;;
3;18;118.0612828;1.3683957;116.6928871;68;1;3;3;14;0;;;;;;;;;
5;6;104.7597267;0.5063232;104.2534035;69;1;3;3;6;0;;;;;;;;;
5;7;45.4543743;0.5429744;44.9113999;64;1;3;3;3;0;;;;;;;;;
5;8;126.4931886;0.4309819;126.0622067;66;1;3;3;5;0;;;;;;;;;
5;10;149.7222148;0.5198837;149.2023311;69;1;3;3;9;0;;;;;;;;;
5;11;46.348452;0.3994247;45.9490273;63;1;3;3;6;0;;;;;;;;;
5;12;97.3672042;0.4522946;96.9149096;66;1;3;3;9;0;;;;;;;;;
5;14;133.2405064;0.3941456;132.8463608;65;1;3;3;14;0;;;;;;;;;
5;15;44.0144857;0.5179224;43.4965633;66;1;3;3;7;0;;;;;;;;;
5;16;81.873777;0.3907456;81.4830314;64;1;3;3;6;0;;;;;;;;;
5;17;59.4662321;0.4807622;58.9854699;66;1;3;3;6;0;;;;;;;;;
5;18;117.5330756;0.3853435;117.1477321;64;1;3;3;5;0;;;;;;;;;
6;7;74.1590888;0.5073201;73.6517687;67;1;3;3;7;0;;;;;;;;;
6;8;130.4797329;0.4808992;129.9988337;69;1;3;3;9;0;;;;;;;;;
6;10;151.0555274;0.5198866;150.5356408;72;1;3;3;3;0;;;;;;;;;
6;11;50.2250096;0.4178344;49.8071752;66;1;3;3;10;0;;;;;;;;;
6;12;91.5147841;NaN;91.5147841;69;1;3;3;NaN;0;;;;;;;;;
6;14;123.8957458;0.422937;123.4728088;68;1;3;3;9;0;;;;;;;;;
6;15;57.9519189;0.5183296;57.4335893;69;1;3;3;7;0;;;;;;;;;
6;16;119.9778907;0.4223545;119.5555362;67;1;3;3;3;0;;;;;;;;;
6;17;82.0750844;0.4798774;81.595207;69;1;3;3;3;0;;;;;;;;;
6;18;127.6852723;0.3758405;127.3094318;67;1;3;3;8;0;;;;;;;;;
7;8;86.8824448;0.4785886;86.4038562;64;1;3;3;5;0;;;;;;;;;
7;10;96.3627451;0.5551675;95.8075776;67;1;3;3;6;0;;;;;;;;;
7;11;21.5195861;1.406435;20.1131511;61;1;3;3;3;0;;;;;;;;;
7;12;65.9595221;0.5107341;65.448788;64;1;3;3;2;0;;;;;;;;;
7;14;82.5683547;0.4224567;82.145898;63;1;3;3;12;0;;;;;;;;;
7;15;27.9170777;0.7507702;27.1663075;64;1;3;3;1;0;;;;;;;;;
7;16;52.906343;0.4358709;52.4704721;62;1;3;3;6;0;;;;;;;;;
7;17;21.9885801;0.5216683;21.4669118;64;1;3;3;3;0;;;;;;;;;
7;18;101.5511283;0.465936;101.0851923;62;1;3;3;3;0;;;;;;;;;
8;10;41.5010694;0.4833429;41.0177265;69;1;3;3;3;0;;;;;;;;;
8;11;39.5883269;0.3643846;39.2239423;63;1;3;3;11;0;;;;;;;;;
8;12;8.3625505;0.4462165;7.916334;66;1;3;3;0;0;;;;;;;;;
8;14;42.634517;1.2344987;41.4000183;65;1;3;3;7;0;;;;;;;;;
8;15;13.0455987;0.50777;12.5378287;66;1;3;3;2;0;;;;;;;;;
8;16;133.6769537;0.3710064;133.3059473;64;1;3;3;9;0;;;;;;;;;
8;17;97.7845014;0.4605689;97.3239325;66;1;3;3;6;0;;;;;;;;;
8;18;64.4107911;0.3673114;64.0434797;64;1;3;3;5;0;;;;;;;;;
10;11;42.9211435;0.4752717;42.4458718;66;1;3;3;8;0;;;;;;;;;
10;12;31.0347726;0.5010827;30.5336899;69;1;3;3;3;0;;;;;;;;;
10;14;66.9061579;0.4343946;66.4717633;68;1;3;3;3;0;;;;;;;;;
10;15;24.0404653;0.5540658;23.4863995;69;1;3;3;4;0;;;;;;;;;
10;16;144.6438935;0.4455563;144.1983372;67;1;3;3;6;0;;;;;;;;;
10;17;108.0374509;0.5383352;107.4991157;69;1;3;3;3;0;;;;;;;;;
10;18;94.8611452;0.4316293;94.4295159;67;1;3;3;6;0;;;;;;;;;
11;12;28.6569538;0.3789567;28.2779971;63;1;3;3;6;0;;;;;;;;;
11;14;35.0030036;NaN;35.0030036;62;1;3;3;NaN;0;;;;;;;;;
11;15;14.1955038;0.4413434;13.7541604;63;1;3;3;4;0;;;;;;;;;
11;16;39.9642621;0.3140001;39.650262;61;1;3;3;8;0;;;;;;;;;
11;17;22.2058674;0.3891121;21.8167553;63;1;3;3;11;0;;;;;;;;;
11;18;55.834349;0.2921615;55.5421875;61;1;3;3;3;0;;;;;;;;;
12;14;31.5503248;0.3478656;31.2024592;65;1;3;3;8;0;;;;;;;;;
12;15;10.3260622;0.6199062;9.706156;66;1;3;3;2;0;;;;;;;;;
12;16;95.5121989;0.398934;95.1132649;64;1;3;3;10;0;;;;;;;;;
12;17;74.8941459;0.4520941;74.4420518;66;1;3;3;6;0;;;;;;;;;
12;18;48.7444648;0.3961878;48.348277;64;1;3;3;5;0;;;;;;;;;
14;15;21.6488742;NaN;21.6488742;65;1;3;3;NaN;0;;;;;;;;;
14;16;117.5913754;0.2856429;117.3057325;63;1;3;3;3;0;;;;;;;;;
14;17;92.8533353;0.360787;92.4925483;65;1;3;3;6;0;;;;;;;;;
14;18;84.0316371;0.3111098;83.7205273;63;1;3;3;9;0;;;;;;;;;
15;16;54.5364936;NaN;54.5364936;64;1;3;3;NaN;0;;;;;;;;;
15;17;30.0146211;0.4957021;29.518919;66;1;3;3;7;0;;;;;;;;;
15;18;39.1290136;0.4190173;38.7099963;64;1;3;3;7;0;;;;;;;;;
16;17;58.8072594;0.3696371;58.4376223;64;1;3;3;3;0;;;;;;;;;
16;18;127.4906736;0.3108234;127.1798502;62;1;3;3;5;0;;;;;;;;;
17;18;115.5145551;0.4076393;115.1069158;64;1;3;3;6;0;;;;;;;;;
