Variant i;Variant j;Total Time;Summarization Time;Mapping Time;Number of Events;Average Number of Application;Average Number of Offer;Largest Type Object Set;Cost;Lane Optionality;;Total;;;Mapping;;;Summarization;
10;13;0.5871139;0.074511;0.5126029;31;1;1;1;0;0;;;;;;;;;
10;17;1.0469734;0.0727864;0.974187;34;1;1;1;0;0;;;;;;;;;
10;19;1.025369;0.9357452;0.0896238;27;1;1;1;9;0;;;;;;;;;
11;12;0.3307846;0.0661944;0.2645902;30;1;1;1;0;0;;;;;;;;;
11;13;0.2015407;0.0597738;0.1417669;27;1;1;1;0;0;;;;;;;;;
11;17;0.6222413;0.0615811;0.5606602;30;1;1;1;5;0;;;;;;;;;
11;19;0.1353605;0.0554849;0.0798756;23;1;1;1;10;0;;;;;;;;;
12;13;0.3967502;0.0752612;0.321489;31;1;1;1;0;0;;;;;;;;;
12;17;0.8477981;0.0658038;0.7819943;34;1;1;1;3;0;;;;;;;;;
12;19;0.157457;0.0686077;0.0888493;27;1;1;1;9;0;;;;;;;;;
13;17;0.6047147;0.0609419;0.5437728;31;1;1;1;2;0;;;;;;;;;
13;19;0.1573282;0.0608592;0.096469;24;1;1;1;8;0;;;;;;;;;
17;19;0.1867447;0.056083;0.1306617;27;1;1;1;10;0;;;;;;;;;
0;2;6.6677112;0.0876114;6.5800998;30;1;1.5;2;10;1;;;;;;;;;
0;3;0.279716;0.103832;0.175884;33;1;1.5;2;10;1;;;;;;;;;
0;4;0.3998973;0.0876387;0.3122586;31;1;1.5;2;4;1;;;;;;;;;
0;6;1.1424587;0.072516;1.0699427;32;1;1.5;2;9;1;;;;;;;;;
0;7;6.8038175;0.1044266;6.6993909;32;1;1.5;2;9;1;;;;;;;;;
0;8;19.3877431;0.0844786;19.3032645;38;1;1.5;2;8;1;;;;;;;;;
0;14;1.5782594;0.0953656;1.4828938;36;1;1.5;2;6;1;;;;;;;;;
0;15;0.6823003;0.0778038;0.6044965;34;1;1.5;2;6;1;;;;;;;;;
0;16;0.1723332;0.0939268;0.0784064;32;1;1.5;2;8;1;;;;;;;;;
0;18;0.1330234;0.0968496;0.0361738;32;1;1.5;2;7;1;;;;;;;;;
1;2;7.244444;0.0947139;7.1497301;30;1;1.5;2;13;1;;;;;;;;;
1;3;0.6212232;0.0930166;0.5282066;33;1;1.5;2;7;1;;;;;;;;;
1;4;0.7493589;0.0911735;0.6581854;31;1;1.5;2;12;1;;;;;;;;;
1;6;1.1846839;0.0717489;1.112935;32;1;1.5;2;9;1;;;;;;;;;
1;7;7.2253392;0.1180811;7.1072581;32;1;1.5;2;14;1;;;;;;;;;
1;8;20.2706451;0.1025408;20.1681043;38;1;1.5;2;8;1;;;;;;;;;
1;14;1.5528268;0.0922338;1.460593;36;1;1.5;2;6;1;;;;;;;;;
1;15;1.0109766;0.0737609;0.9372157;34;1;1.5;2;6;1;;;;;;;;;
1;16;0.4919738;0.0864186;0.4055552;32;1;1.5;2;9;1;;;;;;;;;
1;18;0.451337;0.0856949;0.3656421;32;1;1.5;2;7;1;;;;;;;;;
2;5;4.4825481;0.0769214;4.4056267;29;1;1.5;2;11;1;;;;;;;;;
2;9;4.1316464;0.0836332;4.0480132;31;1;1.5;2;10;1;;;;;;;;;
2;10;8.9728049;0.0898873;8.8829176;31;1;1.5;2;12;1;;;;;;;;;
2;11;2.1976506;0.0956384;2.1020122;27;1;1.5;2;13;1;;;;;;;;;
2;12;5.4752063;0.0918356;5.3833707;31;1;1.5;2;12;1;;;;;;;;;
2;13;1.7027446;0.0836421;1.6191025;28;1;1.5;2;10;1;;;;;;;;;
2;17;9.9384302;0.0964555;9.8419747;31;1;1.5;2;12;1;;;;;;;;;
2;19;0.1387879;0.0642071;0.0745808;24;1;1.5;2;10;1;;;;;;;;;
3;5;1.6839328;0.077758;1.6061748;32;1;1.5;2;10;1;;;;;;;;;
3;9;1.7479023;0.092692;1.6552103;34;1;1.5;2;10;1;;;;;;;;;
3;10;2.4222196;0.0992033;2.3230163;34;1;1.5;2;4;1;;;;;;;;;
3;11;0.5808317;0.0817602;0.4990715;30;1;1.5;2;4;1;;;;;;;;;
3;12;1.7943412;0.0978325;1.6965087;34;1;1.5;2;4;1;;;;;;;;;
3;13;0.2746423;0.0905862;0.1840561;31;1;1.5;2;4;1;;;;;;;;;
3;17;2.3585743;0.0829895;2.2755848;34;1;1.5;2;11;1;;;;;;;;;
3;19;0.212304;0.0844598;0.1278442;27;1;1.5;2;10;1;;;;;;;;;
4;5;0.9121025;0.0701325;0.84197;30;1;1.5;2;8;1;;;;;;;;;
4;9;1.039185;0.0893658;0.9498192;32;1;1.5;2;9;1;;;;;;;;;
4;10;1.7390788;0.0940382;1.6450406;32;1;1.5;2;11;1;;;;;;;;;
4;11;0.446202;0.0744257;0.3717763;28;1;1.5;2;12;1;;;;;;;;;
4;12;0.9411056;0.0929004;0.8482052;32;1;1.5;2;11;1;;;;;;;;;
4;13;0.1357022;0.0845871;0.0511151;29;1;1.5;2;11;1;;;;;;;;;
4;17;1.8896835;0.0771965;1.812487;32;1;1.5;2;12;1;;;;;;;;;
4;19;0.1903816;0.0669295;0.1234521;25;1;1.5;2;4;1;;;;;;;;;
5;6;0.2479252;0.0418126;0.2061126;31;1;1.5;2;4;1;;;;;;;;;
5;7;3.2402501;0.0935114;3.1467387;31;1;1.5;2;13;1;;;;;;;;;
5;8;8.2084589;0.0805556;8.1279033;37;1;1.5;2;7;1;;;;;;;;;
5;14;0.2711122;0.074467;0.1966452;35;1;1.5;2;4;1;;;;;;;;;
5;15;0.9229344;0.04463;0.8783044;33;1;1.5;2;6;1;;;;;;;;;
5;16;1.4821469;0.0704615;1.4116854;31;1;1.5;2;4;1;;;;;;;;;
5;18;1.5230877;0.0679683;1.4551194;31;1;1.5;2;8;1;;;;;;;;;
6;9;0.2615237;0.0669142;0.1946095;33;1;1.5;2;9;1;;;;;;;;;
6;10;0.6607697;0.0695851;0.5911846;33;1;1.5;2;8;1;;;;;;;;;
6;11;0.6194836;0.0782801;0.5412035;29;1;1.5;2;10;1;;;;;;;;;
6;12;0.6779526;0.0690818;0.6088708;33;1;1.5;2;8;1;;;;;;;;;
6;13;0.5792346;0.0616391;0.5175955;30;1;1.5;2;8;1;;;;;;;;;
6;17;0.7000177;0.0517634;0.6482543;33;1;1.5;2;9;1;;;;;;;;;
6;19;0.1216848;0.0589724;0.0627124;26;1;1.5;2;12;1;;;;;;;;;
7;9;2.9400645;0.1024789;2.8375856;33;1;1.5;2;5;1;;;;;;;;;
7;10;7.3411764;0.116158;7.2250184;33;1;1.5;2;14;1;;;;;;;;;
7;11;1.909436;0.1117029;1.7977331;29;1;1.5;2;15;1;;;;;;;;;
7;12;4.2654084;0.1135501;4.1518583;33;1;1.5;2;14;1;;;;;;;;;
7;13;1.7015267;0.1017705;1.5997562;30;1;1.5;2;13;1;;;;;;;;;
7;17;8.4656733;0.1146551;8.3510182;33;1;1.5;2;15;1;;;;;;;;;
7;19;0.1175829;0.0663448;0.0512381;26;1;1.5;2;5;1;;;;;;;;;
8;9;7.7212941;0.0843282;7.6369659;39;1;1.5;2;7;1;;;;;;;;;
8;10;21.9065219;0.1132545;21.7932674;39;1;1.5;2;4;1;;;;;;;;;
8;11;4.7631345;0.1430372;4.6200973;35;1;1.5;2;12;1;;;;;;;;;
8;12;11.190609;0.0921225;11.0984865;39;1;1.5;2;7;1;;;;;;;;;
8;13;4.3151525;0.0784944;4.2366581;36;1;1.5;2;10;1;;;;;;;;;
8;17;22.9200794;0.0472146;22.8728648;39;1;1.5;2;4;1;;;;;;;;;
8;19;0.2854817;0.0797332;0.2057485;32;1;1.5;2;15;1;;;;;;;;;
9;14;0.1303309;0.0861652;0.0441657;37;1;1.5;2;4;1;;;;;;;;;
9;15;0.9969232;0.0751731;0.9217501;35;1;1.5;2;6;1;;;;;;;;;
9;16;1.4943207;0.0852672;1.4090535;33;1;1.5;2;8;1;;;;;;;;;
9;18;1.5235501;0.0828269;1.4407232;33;1;1.5;2;8;1;;;;;;;;;
10;14;0.6691849;0.100225;0.5689599;37;1;1.5;2;7;1;;;;;;;;;
10;15;1.8611991;0.0796658;1.7815333;35;1;1.5;2;7;1;;;;;;;;;
10;16;2.0082467;0.091947;1.9162997;33;1;1.5;2;8;1;;;;;;;;;
10;18;2.0905794;0.0899366;2.0006428;33;1;1.5;2;9;1;;;;;;;;;
11;14;0.5802366;0.0825303;0.4977063;33;1;1.5;2;10;1;;;;;;;;;
11;15;0.567544;0.0729188;0.4946252;31;1;1.5;2;9;1;;;;;;;;;
11;16;0.5547312;0.0756902;0.479041;29;1;1.5;2;10;1;;;;;;;;;
11;18;0.5939629;0.0756185;0.5183444;29;1;1.5;2;11;1;;;;;;;;;
12;14;0.605075;0.0954873;0.5095877;37;1;1.5;2;4;1;;;;;;;;;
12;15;1.0423674;0.077076;0.9652914;35;1;1.5;2;6;1;;;;;;;;;
12;16;1.5944839;0.0944778;1.5000061;33;1;1.5;2;8;1;;;;;;;;;
12;18;1.655286;0.0897925;1.5654935;33;1;1.5;2;9;1;;;;;;;;;
13;14;0.7537228;0.0873209;0.6664019;34;1;1.5;2;9;1;;;;;;;;;
13;15;0.3059189;0.0724145;0.2335044;32;1;1.5;2;7;1;;;;;;;;;
13;16;0.2438608;0.0837062;0.1601546;30;1;1.5;2;8;1;;;;;;;;;
13;18;0.2687494;0.0836166;0.1851328;30;1;1.5;2;4;1;;;;;;;;;
14;17;0.9087721;0.0818741;0.826898;37;1;1.5;2;7;1;;;;;;;;;
14;19;0.1325227;0.0820518;0.0504709;30;1;1.5;2;9;1;;;;;;;;;
15;17;2.0103993;0.0486888;1.9617105;35;1;1.5;2;7;1;;;;;;;;;
15;19;0.1947622;0.0636913;0.1310709;28;1;1.5;2;13;1;;;;;;;;;
16;17;1.9122211;0.0765487;1.8356724;33;1;1.5;2;9;1;;;;;;;;;
16;19;0.1518554;0.0768353;0.0750201;26;1;1.5;2;10;1;;;;;;;;;
17;18;1.9319394;0.0758983;1.8560411;33;1;1.5;2;6;1;;;;;;;;;
18;19;0.1452725;0.075343;0.0699295;26;1;1.5;2;10;1;;;;;;;;;
2;3;2.2418427;0.1072161;2.1346266;31;1;2;2;4;0;;;;;;;;;
2;4;1.7544823;0.0829502;1.6715321;29;1;2;2;14;0;;;;;;;;;
2;6;1.2598261;0.0893723;1.1704538;30;1;2;2;15;0;;;;;;;;;
2;7;0.4236589;0.0831887;0.3404702;30;1;2;2;5;0;;;;;;;;;
2;8;13.067261;0.2231816;12.8440794;36;1;2;2;18;0;;;;;;;;;
2;14;5.5426151;0.0932862;5.4493289;34;1;2;2;5;0;;;;;;;;;
2;15;2.5792677;0.0738864;2.5053813;32;1;2;2;16;0;;;;;;;;;
2;16;0.889497;0.1001727;0.7893243;30;1;2;2;4;0;;;;;;;;;
2;18;0.6707196;0.0854816;0.585238;30;1;2;2;4;0;;;;;;;;;
3;4;0.2173743;0.0689073;0.148467;32;1;2;2;13;0;;;;;;;;;
3;6;0.9578124;0.070977;0.8868354;33;1;2;2;14;0;;;;;;;;;
3;7;2.2300311;0.1306163;2.0994148;33;1;2;2;5;0;;;;;;;;;
3;8;9.7519317;0.080113;9.6718187;39;1;2;2;16;0;;;;;;;;;
3;14;2.4706674;0.1130777;2.3575897;37;1;2;2;1;0;;;;;;;;;
3;15;0.7222465;0.0713008;0.6509457;35;1;2;2;15;0;;;;;;;;;
3;16;0.3603282;0.1086793;0.2516489;33;1;2;2;0;0;;;;;;;;;
3;18;0.3547698;0.1052008;0.249569;33;1;2;2;0;0;;;;;;;;;
4;6;0.5641733;0.0902591;0.4739142;31;1;2;2;5;0;;;;;;;;;
4;7;1.7814445;0.0889067;1.6925378;31;1;2;2;13;0;;;;;;;;;
4;8;8.3202031;0.1084156;8.2117875;37;1;2;2;10;0;;;;;;;;;
4;14;1.3866636;0.0783357;1.3083279;35;1;2;2;13;0;;;;;;;;;
4;15;0.4257268;0.0939986;0.3317282;33;1;2;2;4;0;;;;;;;;;
4;16;0.2132177;0.0667012;0.1465165;31;1;2;2;11;0;;;;;;;;;
4;18;0.2561078;0.07156;0.1845478;31;1;2;2;13;0;;;;;;;;;
6;7;1.0418094;0.1095669;0.9322425;32;1;2;2;16;0;;;;;;;;;
6;8;2.5868312;0.1033969;2.4834343;38;1;2;2;5;0;;;;;;;;;
6;14;0.3685365;0.0739812;0.2945553;36;1;2;2;13;0;;;;;;;;;
6;15;0.5691903;0.0450199;0.5241704;34;1;2;2;1;0;;;;;;;;;
6;16;0.4401727;0.076531;0.3636417;32;1;2;2;8;0;;;;;;;;;
6;18;0.4408786;0.0665893;0.3742893;32;1;2;2;12;0;;;;;;;;;
7;8;8.302519;0.186078;8.116441;38;1;2;2;19;0;;;;;;;;;
7;14;3.895664;0.1334051;3.7622589;36;1;2;2;4;0;;;;;;;;;
7;15;2.317049;0.1121354;2.2049136;34;1;2;2;17;0;;;;;;;;;
7;16;0.9286383;0.1218306;0.8068077;32;1;2;2;5;0;;;;;;;;;
7;18;0.7720878;0.1253709;0.6467169;32;1;2;2;5;0;;;;;;;;;
8;14;10.375518;0.0974079;10.2781101;42;1;2;2;11;0;;;;;;;;;
8;15;9.7446117;0.0844452;9.6601665;40;1;2;2;3;0;;;;;;;;;
8;16;5.8347282;0.0908162;5.743912;38;1;2;2;13;0;;;;;;;;;
8;18;5.8321674;0.0836853;5.7484821;38;1;2;2;14;0;;;;;;;;;
14;15;1.3543157;0.0771095;1.2772062;38;1;2;2;10;0;;;;;;;;;
14;16;2.0477921;0.1043506;1.9434415;36;1;2;2;1;0;;;;;;;;;
14;18;2.0364936;0.0849101;1.9515835;36;1;2;2;1;0;;;;;;;;;
15;16;0.6111537;0.0802201;0.5309336;34;1;2;2;10;0;;;;;;;;;
15;18;0.6352594;0.0697711;0.5654883;34;1;2;2;11;0;;;;;;;;;
16;18;0.1993489;0.0973169;0.102032;32;1;2;2;0;0;;;;;;;;;
