Variant i,Variant j,Total Time,Summarization Time,Mapping Time,Number of Events,Average Number of Application,Average Number of Offer,Largest Type Object Set,Cost,Lane Optionality
22,38,1.431351199999881,1.4080904000002192,0.023260799999661685,29,1.0,1.5,2,13,1
22,39,13.591480400000364,3.4803885999999693,10.111091800000395,34,1.0,1.5,2,10,1
22,40,5.401379700000689,1.6049430000002758,3.796436700000413,29,1.0,1.0,1,7,0
22,41,1.7481021000012333,1.7189191000006758,0.029183000000557513,31,1.0,1.5,2,11,1
22,42,0.599458699999559,0.3331576999999015,0.2663009999996575,23,1.0,1.0,1,12,0
22,43,55.462371300000086,8.358257799999592,47.104113500000494,28,1.0,1.5,2,16,1
22,44,4.948394800000642,1.4894050000002608,3.4589898000003814,28,1.0,1.0,1,11,0
22,45,21.05702470000051,3.205161300000327,17.851863400000184,34,1.0,1.5,2,12,1
22,46,2.554105299999719,0.9662658999995983,1.5878394000001208,27,1.0,1.0,1,11,0
22,47,12.506783400000131,1.0428884000002654,11.463894999999866,31,1.0,1.5,2,12,1
22,48,0.9265246999993906,0.4686713000000964,0.4578533999992942,25,1.0,1.0,1,11,0
22,49,10.379465900000469,1.5059477000004335,8.873518200000035,32,1.0,1.5,2,10,1
23,24,0.5228992000011203,0.47786620000078983,0.0450330000003305,24,1.0,1.0,1,12,0
23,25,2.27286869999989,1.1116659999997864,1.1612027000001035,30,1.0,1.5,2,8,1
23,26,0.9475987999994686,0.918497199999365,0.029101600000103645,29,1.0,1.5,2,9,1
23,27,2.453349100000196,2.43536099999983,0.017988100000366103,33,1.0,1.5,2,8,1
23,28,0.5402123000003485,0.4939703999998528,0.04624190000049566,24,1.0,1.0,1,11,0
23,29,1.398127999999815,0.8530288000001747,0.5450991999996404,26,1.0,1.5,2,14,1
23,30,1.364564600000449,1.1162872000004427,0.2482774000000063,27,1.0,1.0,1,10,0
23,31,9.113175700000284,1.1423132999998415,7.970862400000442,30,1.0,1.5,2,9,1
23,32,4.15288800000053,0.021993899999870337,4.13089410000066,31,1.0,1.0,1,5,0
23,33,2.543973300000289,1.942315399999643,0.6016579000006459,27,1.0,1.5,2,15,1
23,34,2.331735299999309,1.623163399999612,0.708571899999697,27,1.0,1.0,1,9,0
23,35,4.178484399999434,4.146064800000204,0.03241959999922983,33,1.0,1.5,2,7,1
23,36,4.5380026000002545,1.3172826999998506,3.220719900000404,28,1.0,1.5,2,15,1
23,37,2.8060454999995272,2.7786266000002797,0.027418899999247515,32,1.0,1.5,2,8,1
23,38,5.003615599999648,1.3100852999996278,3.6935303000000204,29,1.0,1.5,2,15,1
23,39,10.162300299999515,4.425272699999368,5.737027600000147,34,1.0,1.5,2,9,1
23,40,1.4935647000002064,1.1629202000003716,0.3306444999998348,29,1.0,1.0,1,7,0
23,41,11.910118799999509,1.4386101000000053,10.471508699999504,31,1.0,1.5,2,13,1
23,42,0.23930560000007972,0.22280990000035672,0.016495699999723,23,1.0,1.0,1,10,0
23,43,8.139249900000323,4.808895699999994,3.330354200000329,28,1.0,1.5,2,15,1
23,44,1.1471121999993557,1.1350641999997606,0.01204799999959505,28,1.0,1.0,1,7,0
23,45,4.730358300000262,4.713535900000352,0.016822399999909976,34,1.0,1.5,2,7,1
23,46,0.7524828000005073,0.7413900000001377,0.011092800000369607,27,1.0,1.0,1,7,0
