Variant i;Variant j;Total Time;Summarization Time;Mapping Time;Number of Events;Average Number of Application;Average Number of Offer;Largest Type Object Set;Cost;Lane Optionality;;Total;;;Mapping;;;Summarization;
5;18;0.0576978;0.0448973;0.0128005;18;1;1;1;11;0;;;;;;;;;
6;7;0.1313262;0.1231227;0.0082035;21;1;1;1;9;0;;;;;;;;;
6;8;0.3727478;0.3615094;0.0112384;23;1;1;1;11;0;;;;;;;;;
6;9;0.0779099;0.0514116;0.0264983;19;1;1;1;8;0;;;;;;;;;
6;10;0.9778192;0.463233;0.5145862;23;1;1;1;12;0;;;;;;;;;
6;11;0.0775351;0.0547273;0.0228078;19;1;1;1;8;0;;;;;;;;;
6;12;0.1538044;0.0895551;0.0642493;20;1;1;1;10;0;;;;;;;;;
6;15;0.1382549;0.1296674;0.0085875;21;1;1;1;10;0;;;;;;;;;
6;17;0.4298185;0.243806;0.1860125;22;1;1;1;11;0;;;;;;;;;
6;18;0.0235234;0.0169791;0.0065443;15;1;1;1;5;0;;;;;;;;;
7;8;0.0284106;0.0204117;0.0079989;26;1;1;1;2;0;;;;;;;;;
7;9;0.0502927;0.0156271;0.0346656;22;1;1;1;4;0;;;;;;;;;
7;10;0.5952193;0.0205068;0.5747125;26;1;1;1;4;0;;;;;;;;;
7;11;0.0763315;0.0387714;0.0375601;22;1;1;1;3;0;;;;;;;;;
7;12;0.2293893;0.1300524;0.0993369;23;1;1;1;7;0;;;;;;;;;
7;15;0.1609459;0.1537487;0.0071972;24;1;1;1;5;0;;;;;;;;;
7;17;0.2270681;0.017277;0.2097911;25;1;1;1;2;0;;;;;;;;;
7;18;0.0594906;0.0466176;0.012873;18;1;1;1;11;0;;;;;;;;;
8;9;0.0934258;0.0195898;0.073836;24;1;1;1;6;0;;;;;;;;;
8;10;1.4009459;0.0241465;1.3767994;28;1;1;1;4;0;;;;;;;;;
8;11;0.1725761;0.0746094;0.0979667;24;1;1;1;5;0;;;;;;;;;
8;12;0.4938874;0.2923792;0.2015082;25;1;1;1;9;0;;;;;;;;;
8;15;0.3517328;0.3438512;0.0078816;26;1;1;1;6;0;;;;;;;;;
8;17;0.5951255;0.0181915;0.576934;27;1;1;1;2;0;;;;;;;;;
8;18;0.1016743;0.0819001;0.0197742;20;1;1;1;13;0;;;;;;;;;
9;10;0.027133;0.0201503;0.0069827;24;1;1;1;4;0;;;;;;;;;
9;11;0.0309812;0.0186547;0.0123265;20;1;1;1;4;0;;;;;;;;;
9;12;0.0756948;0.0684898;0.007205;21;1;1;1;6;0;;;;;;;;;
9;15;0.1514955;0.1009112;0.0505843;22;1;1;1;8;0;;;;;;;;;
9;17;0.0558056;0.0180412;0.0377644;23;1;1;1;5;0;;;;;;;;;
9;18;0.0344528;0.0289073;0.0055455;16;1;1;1;9;0;;;;;;;;;
10;11;0.178446;0.0777719;0.1006741;24;1;1;1;6;0;;;;;;;;;
10;12;0.3557838;0.3484024;0.0073814;25;1;1;1;7;0;;;;;;;;;
10;15;1.3925291;0.5701218;0.8224073;26;1;1;1;9;0;;;;;;;;;
10;17;0.5436873;0.0215332;0.5221541;27;1;1;1;4;0;;;;;;;;;
10;18;0.1054198;0.0975494;0.0078704;20;1;1;1;13;0;;;;;;;;;
11;12;0.0851558;0.0555904;0.0295654;21;1;1;1;7;0;;;;;;;;;
11;15;0.1376277;0.0876207;0.050007;22;1;1;1;7;0;;;;;;;;;
11;17;0.0527247;0.0460337;0.006691;23;1;1;1;3;0;;;;;;;;;
11;18;0.0356419;0.0274637;0.0081782;16;1;1;1;9;0;;;;;;;;;
12;15;0.0863233;0.0185367;0.0677866;23;1;1;1;3;0;;;;;;;;;
12;17;0.2624239;0.1608098;0.1016141;24;1;1;1;8;0;;;;;;;;;
12;18;0.0466676;0.0404505;0.0062171;17;1;1;1;11;0;;;;;;;;;
15;17;0.5002984;0.2446918;0.2556066;25;1;1;1;6;0;;;;;;;;;
15;18;0.068787;0.0558092;0.0129778;18;1;1;1;12;0;;;;;;;;;
17;18;0.082731;0.0665185;0.0162125;19;1;1;1;12;0;;;;;;;;;
0;1;3.6330007;1.6792867;1.953714;30;1;1.5;2;10;1;;;;;;;;;
0;2;11.7053892;5.8154416;5.8899476;28;1;1.5;2;15;1;;;;;;;;;
0;3;2.1645799;0.5625561;1.6020238;28;1;1.5;2;11;1;;;;;;;;;
0;4;2.5984601;0.932224;1.6662361;26;1;1.5;2;15;1;;;;;;;;;
0;13;2.0743555;2.0583596;0.0159959;31;1;1.5;2;6;1;;;;;;;;;
0;14;1.0836674;1.0658883;0.0177791;29;1;1.5;2;10;1;;;;;;;;;
0;16;1.2055768;1.1728638;0.032713;26;1;1.5;2;14;1;;;;;;;;;
0;19;26.1479374;7.8661214;18.281816;33;1;1.5;2;9;1;;;;;;;;;
1;5;0.8815062;0.194997;0.6865092;27;1;1.5;2;9;1;;;;;;;;;
1;6;0.2387476;0.1828327;0.0559149;24;1;1.5;2;14;1;;;;;;;;;
1;7;0.5924283;0.3041037;0.2883246;27;1;1.5;2;8;1;;;;;;;;;
1;8;2.3639085;1.0472293;1.3166792;29;1;1.5;2;10;1;;;;;;;;;
1;9;0.2901821;0.0970724;0.1931097;25;1;1.5;2;11;1;;;;;;;;;
1;10;8.103213;1.1335333;6.9696797;29;1;1.5;2;11;1;;;;;;;;;
1;11;0.1798668;0.0858265;0.0940403;25;1;1.5;2;9;1;;;;;;;;;
1;12;1.0040481;0.3060995;0.6979486;26;1;1.5;2;13;1;;;;;;;;;
1;15;0.8827134;0.5724009;0.3103125;27;1;1.5;2;12;1;;;;;;;;;
1;17;3.3191096;0.5803431;2.7387665;28;1;1.5;2;9;1;;;;;;;;;
1;18;0.1038484;0.0571143;0.0467341;21;1;1.5;2;15;1;;;;;;;;;
2;5;3.2007015;0.840706;2.3599955;25;1;1.5;2;14;1;;;;;;;;;
2;6;0.0881837;0.0620335;0.0261502;22;1;1.5;2;10;1;;;;;;;;;
2;7;1.1590169;0.7268333;0.4321836;25;1;1.5;2;13;1;;;;;;;;;
2;8;5.972144;3.1869463;2.7851977;27;1;1.5;2;15;1;;;;;;;;;
2;9;0.5148115;0.1740848;0.3407267;23;1;1.5;2;12;1;;;;;;;;;
2;10;26.926733;4.5437905;22.3829425;27;1;1.5;2;16;1;;;;;;;;;
2;11;0.4012684;0.164977;0.2362914;23;1;1.5;2;13;1;;;;;;;;;
2;12;1.6748741;0.4197636;1.2551105;24;1;1.5;2;14;1;;;;;;;;;
2;15;1.1880785;0.7276529;0.4604256;25;1;1.5;2;14;1;;;;;;;;;
2;17;8.2661333;1.8672132;6.3989201;26;1;1.5;2;15;1;;;;;;;;;
2;18;0.0650959;0.0401072;0.0249887;19;1;1.5;2;12;1;;;;;;;;;
3;5;0.2916847;0.1137876;0.1778971;25;1;1.5;2;12;1;;;;;;;;;
3;6;0.1942399;0.0865394;0.1077005;22;1;1.5;2;13;1;;;;;;;;;
3;7;0.3415614;0.1097857;0.2317757;25;1;1.5;2;10;1;;;;;;;;;
3;8;1.101773;0.2778905;0.8238825;27;1;1.5;2;12;1;;;;;;;;;
3;9;0.051916;0.0432793;0.0086367;23;1;1.5;2;7;1;;;;;;;;;
3;10;0.3661725;0.3491491;0.0170234;27;1;1.5;2;10;1;;;;;;;;;
3;11;0.0863151;0.0489371;0.037378;23;1;1.5;2;10;1;;;;;;;;;
3;12;0.159264;0.1486967;0.0105673;24;1;1.5;2;12;1;;;;;;;;;
3;15;0.6079797;0.2582851;0.3496946;25;1;1.5;2;14;1;;;;;;;;;
3;17;0.4032025;0.1199917;0.2832108;26;1;1.5;2;11;1;;;;;;;;;
3;18;0.0591327;0.0494082;0.0097245;19;1;1.5;2;13;1;;;;;;;;;
4;5;0.2086124;0.1946235;0.0139889;23;1;1.5;2;12;1;;;;;;;;;
4;6;0.0731242;0.0446206;0.0285036;20;1;1.5;2;10;1;;;;;;;;;
4;7;0.5034817;0.2382594;0.2652223;23;1;1.5;2;13;1;;;;;;;;;
4;8;2.0655813;0.8076274;1.2579539;25;1;1.5;2;15;1;;;;;;;;;
4;9;0.1185381;0.0661928;0.0523453;21;1;1.5;2;11;1;;;;;;;;;
4;10;2.0751696;0.6525644;1.4226052;25;1;1.5;2;15;1;;;;;;;;;
4;11;0.0786754;0.0676464;0.011029;21;1;1.5;2;10;1;;;;;;;;;
4;12;0.2640591;0.114357;0.1497021;22;1;1.5;2;13;1;;;;;;;;;
4;15;0.5208589;0.2412491;0.2796098;23;1;1.5;2;14;1;;;;;;;;;
4;17;0.3822902;0.3632015;0.0190887;24;1;1.5;2;13;1;;;;;;;;;
4;18;0.0450937;0.0317233;0.0133704;17;1;1.5;2;10;1;;;;;;;;;
5;13;0.9551678;0.2076995;0.7474683;28;1;1.5;2;7;1;;;;;;;;;
5;14;0.6794371;0.2004856;0.4789515;26;1;1.5;2;12;1;;;;;;;;;
5;16;0.4999758;0.2364766;0.2634992;23;1;1.5;2;13;1;;;;;;;;;
5;19;4.3717463;0.4551606;3.9165857;30;1;1.5;2;11;1;;;;;;;;;
6;13;0.300601;0.2880735;0.0125275;25;1;1.5;2;14;1;;;;;;;;;
6;14;0.1108252;0.1011782;0.009647;23;1;1.5;2;12;1;;;;;;;;;
6;16;0.058567;0.048381;0.010186;20;1;1.5;2;9;1;;;;;;;;;
6;19;0.7803085;0.6843919;0.0959166;27;1;1.5;2;16;1;;;;;;;;;
7;13;0.3767332;0.3433909;0.0333423;28;1;1.5;2;7;1;;;;;;;;;
7;14;0.1561321;0.1392542;0.0168779;26;1;1.5;2;9;1;;;;;;;;;
7;16;0.2092935;0.1957456;0.0135479;23;1;1.5;2;12;1;;;;;;;;;
7;19;2.1991984;0.984701;1.2144974;30;1;1.5;2;11;1;;;;;;;;;
8;13;1.0333845;0.9554788;0.0779057;30;1;1.5;2;7;1;;;;;;;;;
8;14;0.5043232;0.4479781;0.0563451;28;1;1.5;2;11;1;;;;;;;;;
8;16;0.7054128;0.6762856;0.0291272;25;1;1.5;2;14;1;;;;;;;;;
8;19;10.9590381;3.4248528;7.5341853;32;1;1.5;2;11;1;;;;;;;;;
9;13;0.2134532;0.1078503;0.1056029;26;1;1.5;2;9;1;;;;;;;;;
9;14;0.106515;0.0481;0.058415;24;1;1.5;2;8;1;;;;;;;;;
9;16;0.1476451;0.0809081;0.066737;21;1;1.5;2;11;1;;;;;;;;;
9;19;0.7704289;0.2653011;0.5051278;28;1;1.5;2;13;1;;;;;;;;;
10;13;10.8705713;1.2561913;9.61438;30;1;1.5;2;7;1;;;;;;;;;
10;14;5.6831335;0.7957676;4.8873659;28;1;1.5;2;11;1;;;;;;;;;
10;16;3.1317393;0.9554162;2.1763231;25;1;1.5;2;15;1;;;;;;;;;
10;19;78.1991976;4.8661129;73.3330847;32;1;1.5;2;10;1;;;;;;;;;
11;13;0.2267925;0.0964598;0.1303327;26;1;1.5;2;9;1;;;;;;;;;
11;14;0.1212314;0.0594132;0.0618182;24;1;1.5;2;10;1;;;;;;;;;
11;16;0.1281803;0.0778893;0.050291;21;1;1.5;2;11;1;;;;;;;;;
11;19;0.6673925;0.2007174;0.4666751;28;1;1.5;2;13;1;;;;;;;;;
12;13;1.0555029;0.3910152;0.6644877;27;1;1.5;2;11;1;;;;;;;;;
12;14;0.711762;0.2556964;0.4560656;25;1;1.5;2;13;1;;;;;;;;;
12;16;0.3472682;0.1493807;0.1978875;22;1;1.5;2;13;1;;;;;;;;;
12;19;3.971605;0.8896697;3.0819353;29;1;1.5;2;15;1;;;;;;;;;
13;15;0.6940574;0.6613091;0.0327483;28;1;1.5;2;10;1;;;;;;;;;
13;17;2.732225;0.5021168;2.2301082;29;1;1.5;2;7;1;;;;;;;;;
13;18;0.1076979;0.0744223;0.0332756;22;1;1.5;2;16;1;;;;;;;;;
14;15;0.4504883;0.4228665;0.0276218;26;1;1.5;2;13;1;;;;;;;;;
14;17;1.2091151;0.2132201;0.995895;27;1;1.5;2;11;1;;;;;;;;;
14;18;0.0692298;0.0481353;0.0210945;20;1;1.5;2;14;1;;;;;;;;;
15;16;0.2158298;0.201604;0.0142258;23;1;1.5;2;13;1;;;;;;;;;
15;19;2.6895371;1.6630628;1.0264743;30;1;1.5;2;14;1;;;;;;;;;
16;17;1.0331378;0.4394598;0.593678;24;1;1.5;2;14;1;;;;;;;;;
16;18;0.0473219;0.0333361;0.0139858;17;1;1.5;2;10;1;;;;;;;;;
17;19;18.6695187;1.7971656;16.8723531;31;1;1.5;2;11;1;;;;;;;;;
18;19;0.2179822;0.1278407;0.0901415;24;1;1.5;2;18;1;;;;;;;;;
1;2;1.349423;0.4964796;0.8529434;28;1;2;2;16;0;;;;;;;;;
1;3;1.2095075;0.0934682;1.1160393;28;1;2;2;6;0;;;;;;;;;
1;4;0.5820642;0.1345376;0.4475266;26;1;2;2;15;0;;;;;;;;;
1;13;1.1580337;0.0450795;1.1129542;31;1;2;2;6;0;;;;;;;;;
1;14;0.5338226;0.1358143;0.3980083;29;1;2;2;5;0;;;;;;;;;
1;16;0.2450706;0.1395927;0.1054779;26;1;2;2;15;0;;;;;;;;;
1;19;5.8248367;0.047337;5.7774997;33;1;2;2;5;0;;;;;;;;;
2;3;1.6889617;0.1745005;1.5144612;26;1;2;2;17;0;;;;;;;;;
2;4;0.3065197;0.0257383;0.2807814;24;1;2;2;3;0;;;;;;;;;
2;13;3.5605018;0.9718019;2.5886999;29;1;2;2;19;0;;;;;;;;;
2;14;0.6721505;0.226034;0.4461165;27;1;2;2;16;0;;;;;;;;;
2;16;0.0796882;0.0253236;0.0543646;24;1;2;2;2;0;;;;;;;;;
2;19;2.6797844;2.5611938;0.1185906;31;1;2;2;18;0;;;;;;;;;
3;4;0.1939102;0.0657938;0.1281164;24;1;2;2;16;0;;;;;;;;;
3;13;1.0808743;0.1009402;0.9799341;29;1;2;2;7;0;;;;;;;;;
3;14;0.4708446;0.0204818;0.4503628;27;1;2;2;1;0;;;;;;;;;
3;16;0.2607356;0.0762335;0.1845021;24;1;2;2;16;0;;;;;;;;;
3;19;6.2036427;0.2842746;5.9193681;31;1;2;2;7;0;;;;;;;;;
4;13;0.9630459;0.185097;0.7779489;27;1;2;2;19;0;;;;;;;;;
4;14;0.3163402;0.0824236;0.2339166;25;1;2;2;16;0;;;;;;;;;
4;16;0.0785757;0.0239332;0.0546425;22;1;2;2;1;0;;;;;;;;;
4;19;3.1003425;0.387552;2.7127905;29;1;2;2;20;0;;;;;;;;;
13;14;0.1896219;0.1746531;0.0149688;30;1;2;2;6;0;;;;;;;;;
13;16;0.2484865;0.2210566;0.0274299;27;1;2;2;18;0;;;;;;;;;
13;19;12.40448;0.0504715;12.3540085;34;1;2;2;4;0;;;;;;;;;
14;16;0.1056474;0.0873661;0.0182813;25;1;2;2;15;0;;;;;;;;;
14;19;2.3366677;0.6754157;1.661252;32;1;2;2;6;0;;;;;;;;;
16;19;0.840852;0.5178796;0.3229724;29;1;2;2;19;0;;;;;;;;;
